North Yankton
858.392, 3471.720
821.468, 3471.720

Davis
1588.299, 3794.567
1588.299, 3699.691
1606.182, 3699.691
1606.182, 3645.503
1638.211, 3645.503
1638.211, 3577.137
1540.549, 3577.137
1540.549, 3677.310
1484.046, 3677.310
1484.046, 3699.688
1456.438, 3699.688
1456.438, 3794.567

Palmer-Taylor Power Station
2531.697, 2600.848
2531.697, 2562.658
2575.515, 2562.658
2575.515, 2468.900
2567.129, 2468.900
2567.129, 2417.031
2438.186, 2417.031
2438.186, 2600.848

Land Act Reservoir
2265.991, 3072.506
2265.991, 2907.426
2126.034, 2907.426
2126.034, 3072.506

GWC and Golfing Society
1172.119, 3092.465
1172.119, 3072.035
1130.288, 3072.035
1130.288, 3028.124
1103.679, 3028.124
1103.679, 2976.195
1107.761, 2976.195
1107.761, 2896.125
992.443, 2896.125
992.443, 3072.039
1103.675, 3072.039
1103.675, 3092.465

Cassidy Creek
1443.461, 1494.581
1443.461, 1484.354
1434.362, 1484.354
1434.362, 1440.808
1398.024, 1440.808
1398.024, 1429.058
1053.902, 1429.058
1053.902, 1451.319
923.553, 1451.319
923.553, 1494.610
1053.905, 1494.610
1053.905, 1481.135
1200.629, 1481.135
1200.629, 1462.927
1398.020, 1462.927
1398.020, 1484.357
1414.098, 1484.357
1414.098, 1494.581

Chumash
389.461, 2761.875
389.461, 2660.924
393.546, 2660.924
393.546, 2585.895
436.912, 2585.895
436.912, 2483.242
366.511, 2483.242
366.511, 2585.891
319.992, 2585.891
319.992, 2699.864
258.814, 2699.864
258.814, 2711.817
319.992, 2711.817
319.992, 2761.875

Alta
1489.306, 3223.088
1648.244, 3223.088
1648.244, 3216.399
1684.207, 3216.399
1684.207, 3196.010
1721.519, 3196.010
1721.519, 3132.690
1489.306, 3132.690

Harmony
1759.417, 2146.282
1759.417, 2046.051
1565.489, 2046.051
1565.489, 2146.282

Bolingbroke Penitentiary
2188.497, 2183.060
2188.497, 2148.613
2200.047, 2148.613
2200.047, 2138.738
2193.937, 2138.738
2193.937, 2024.846
2078.233, 2024.846
2078.233, 2196.586
2169.090, 2196.586
2169.090, 2183.060

Vinewood Racetrack
1853.837, 3085.070
1983.102, 3085.070
1983.102, 2961.405
1983.171, 2961.405
1983.171, 2951.709
1983.102, 2951.709
1983.102, 2896.125
1949.553, 2896.125
1949.553, 2910.684
1936.409, 2910.684
1936.409, 2915.684
1928.799, 2915.684
1928.799, 2935.811
1910.917, 2935.811
1910.917, 2951.709
1891.495, 2951.709
1891.495, 2961.402
1879.152, 2961.402
1879.152, 2986.112
1853.837, 2986.112

Hawick
1760.695, 3065.720
1489.306, 3065.720
1489.306, 3132.694
1760.695, 3132.694

Braddock Pass
2350.403, 943.243
2350.403, 1055.843
2408.697, 1055.843
2408.697, 943.239
2388.026, 943.239
2388.026, 876.784
2336.887, 876.784
2336.887, 827.602
2272.046, 827.602
2272.046, 943.243

Maze Bank Arena
1444.162, 3847.863
1444.162, 3832.499
1456.442, 3832.499
1456.442, 3699.688
1403.942, 3699.688
1403.942, 3715.449
1339.504, 3715.449
1339.504, 3832.499
1406.273, 3832.499
1406.273, 3847.863

Procopio Beach
2075.270, 664.757
2075.270, 624.812
1732.182, 624.812
1732.182, 649.898
1695.505, 649.898
1695.505, 664.757

Mission Row
1691.210, 3479.789
1691.210, 3377.799
1579.933, 3377.799
1579.933, 3479.789

Stab City
1514.262, 1770.216
1565.495, 1770.216
1565.495, 1739.876
1595.483, 1739.876
1595.483, 1659.192
1476.269, 1659.192
1476.269, 1739.876
1514.262, 1739.876

Morningwood
1034.021, 3151.822
1005.169, 3151.822
1005.169, 3097.220
911.825, 3097.220
911.825, 3151.826
940.681, 3151.826
940.681, 3206.428
1034.021, 3206.428

Humane Labs and Research
2845.856, 1755.932
2845.856, 1660.117
2739.721, 1660.117
2739.721, 1755.932

Baytree Canyon
1669.601, 2684.259
1629.530, 2684.259
1629.530, 2647.281
1571.730, 2647.281
1571.730, 2765.046
1669.601, 2765.046

Downtown
1406.749, 3321.368
1406.749, 3266.788
1691.210, 3266.788
1691.210, 3244.383
1360.397, 3244.383
1360.397, 3321.402
1379.750, 3321.402
1379.750, 3321.368

Chamberlain Hills
1484.050, 3699.691
1484.050, 3577.137
1403.942, 3577.137
1403.942, 3699.691

Banham Canyon Dr
447.278, 2660.920
436.912, 2660.920
436.912, 2585.891
393.542, 2585.891
393.542, 2660.920
389.457, 2660.920
389.457, 2761.875
447.278, 2761.875

Textile City
1691.210, 3377.803
1691.210, 3266.784
1611.246, 3266.784
1611.246, 3377.803

Pacific Ocean
810.519, 1371.331
810.519, 1191.625
774.548, 1191.625
774.548, 1371.331

Richards Majestic
1080.496, 3277.136
1096.743, 3277.136
1096.743, 3268.098
1116.674, 3268.098
1116.674, 3256.048
1143.790, 3256.048
1143.790, 3244.383
1136.056, 3244.383
1136.056, 3234.633
1127.117, 3234.633
1127.117, 3206.425
1034.017, 3206.425
1034.017, 3244.387
1045.542, 3244.387
1045.542, 3284.735
1080.496, 3284.735

Vinewood
1417.605, 3244.387
1684.207, 3244.387
1684.207, 3216.396
1648.241, 3216.396
1648.241, 3223.084
1417.605, 3223.084

N.O.O.S.E
2456.436, 3239.277
2456.436, 3151.435
2390.233, 3151.435
2390.233, 3220.708
2400.181, 3220.708
2400.181, 3239.277

Murrieta Heights 1
1889.103, 3750.464
1889.103, 3783.160
2048.362, 3783.160
2048.362, 3750.464

Galileo Observatory
1377.319, 2679.602
1377.319, 2603.113
1318.791, 2603.113
1318.791, 2679.602

Vespucci
1076.928, 3577.140
1076.928, 3564.200
1069.646, 3564.200
1069.646, 3526.753
1058.613, 3526.753
1058.613, 3508.650
1052.460, 3508.650
1052.460, 3485.712
1039.515, 3485.712
1039.515, 3449.478
1027.933, 3449.478
1027.933, 3526.757
1037.928, 3526.757
1037.928, 3564.204
1056.170, 3564.204
1056.170, 3577.140

El Gordo Lighthouse
2803.579, 1195.495
2803.579, 1158.266
2728.671, 1158.266
2728.671, 1195.495

Legion Square
1602.028, 3426.649
1602.028, 3365.955
1556.351, 3365.955
1556.351, 3426.649

Galilee
2020.245, 1500.126
2020.245, 1453.861
1968.221, 1453.861
1968.221, 1484.354
1964.460, 1484.354
1964.460, 1498.076
1979.082, 1498.076
1979.082, 1500.126

Mirror Park 2
1727.172, 3196.007
1684.204, 3196.007
1684.204, 3244.387
1727.172, 3244.387

Braddock Tunnel
2317.502, 902.227
2317.502, 908.053
2326.328, 908.053
2326.328, 913.875
2332.547, 913.875
2332.547, 919.700
2333.592, 919.700
2333.592, 925.522
2343.001, 925.522
2343.001, 931.348
2347.963, 931.348
2347.963, 937.169
2352.595, 937.169
2352.595, 943.243
2356.760, 943.243
2356.760, 949.312
2360.343, 949.312
2360.343, 955.385
2373.480, 955.385
2373.480, 949.308
2369.894, 949.308
2369.894, 943.239
2365.732, 943.239
2365.732, 937.166
2361.100, 937.166
2361.100, 931.344
2356.134, 931.344
2356.134, 925.518
2355.828, 925.518
2355.828, 919.696
2349.325, 919.696
2349.325, 913.871
2342.014, 913.871
2342.014, 908.049
2338.285, 908.049
2338.285, 902.224
2332.368, 902.224
2332.368, 896.402
2325.687, 896.402
2325.687, 890.576
2319.748, 890.576
2319.748, 884.754
2310.314, 884.754
2310.314, 878.929
2303.305, 878.929
2303.305, 873.107
2295.218, 873.107
2295.218, 867.281
2290.827, 867.281
2290.827, 861.456
2274.052, 861.456
2274.052, 867.285
2278.440, 867.285
2278.440, 873.111
2285.435, 873.111
2285.435, 878.932
2292.444, 878.932
2292.444, 884.758
2298.237, 884.758
2298.237, 890.580
2304.904, 890.580
2304.904, 896.405
2313.041, 896.405
2313.041, 902.227

Land Act Dam
2126.038, 3093.948
2126.038, 3033.109
2101.253, 3033.109
2101.253, 3093.948

Calafia Bridge
1463.721, 1533.674
1463.721, 1494.577
1429.237, 1494.577
1429.237, 1533.674

Port of South Los Santos
1456.442, 3847.863
1456.442, 3832.495
1444.159, 3832.495
1444.159, 3847.863
