North Yankton
-1807.345, -684.738
-1807.345, -676.396
-1876.225, -676.396
-1876.225, -660.782
-1944.655, -660.782
-1944.655, -635.682
-2009.355, -635.682
-2009.355, -579.75
-2047.045, -579.75
-2047.045, -618.971
-2031.155, -618.971
-2031.155, -639.368
-2009.365, -639.368
-2009.365, -743.692
-1947.345, -743.692
-1947.345, -779.61
-1910.885, -779.61
-1910.885, -790.883
-1901.865, -790.883
-1901.865, -822.065
-1876.235, -822.065
-1876.235, -867.156
-1847.735, -867.156
-1847.735, -923.452
-1817.125, -923.452
-1817.125, -942.296
-1800.205, -942.296
-1800.205, -923.452
-1778.185, -923.452
-1778.185, -1000.815
-1766.945, -1000.815
-1766.945, -1018.845
-1754.965, -1018.845
-1754.965, -1030.445
-1721.655, -1030.445
-1721.655, -1071.805
-1754.965, -1071.805
-1754.965, -1110.215
-1782.225, -1110.215
-1782.225, -1135.865
-1883.635, -1135.865

Davis
222.403, -2022.575
222.403, -1761.995
271.517, -1761.995
271.517, -1613.165
359.482, -1613.165
359.482, -1425.395
91.261, -1425.395
91.261, -1700.525
-63.92, -1700.525
-63.92, -1761.985
-139.742, -1761.985
-139.742, -2022.575

Palmer-Taylor Power Station
2813.365, 1256.015
2813.365, 1360.905
2933.705, 1360.905
2933.705, 1618.415
2910.675, 1618.415
2910.675, 1760.875
2556.545, 1760.875
2556.545, 1256.015

Land Act Reservoir
2083.625, -39.409
2083.625, 413.988
1699.245, 413.988
1699.245, -39.409

GWC and Golfing Society
-920.6, -94.227
-920.6, -38.116
-1035.485, -38.116
-1035.485, 82.486
-1108.565, 82.486
-1108.565, 225.111
-1097.355, 225.111
-1097.355, 445.026
-1414.065, 445.026
-1414.065, -38.126
-1108.575, -38.126
-1108.575, -94.227

Cassidy Creek
-175.382, 4294.415
-175.382, 4322.505
-200.373, 4322.505
-200.373, 4442.105
-300.173, 4442.105
-300.173, 4474.375
-1245.275, 4474.375
-1245.275, 4413.235
-1603.265, 4413.235
-1603.265, 4294.335
-1245.265, 4294.335
-1245.265, 4331.345
-842.3, 4331.345
-842.3, 4381.355
-300.183, 4381.355
-300.183, 4322.495
-256.025, 4322.495
-256.025, 4294.415

Chumash
-3070.105, 813.75
-3070.105, 1091.015
-3058.885, 1091.015
-3058.885, 1297.085
-2939.785, 1297.085
-2939.785, 1579.025
-3133.135, 1579.025
-3133.135, 1297.095
-3260.895, 1297.095
-3260.895, 984.065
-3428.915, 984.065
-3428.915, 951.235
-3260.895, 951.235
-3260.895, 813.75

Alta
-49.473, -452.987
387.037, -452.987
387.037, -434.618
485.806, -434.618
485.806, -378.618
588.278, -378.618
588.278, -204.708
-49.473, -204.708

Harmony
692.363, 2504.495
692.363, 2779.785
159.756, 2779.785
159.756, 2504.495

Bolingbroke Penitentiary
1870.795, 2403.485
1870.795, 2498.095
1902.515, 2498.095
1902.515, 2525.215
1885.735, 2525.215
1885.735, 2838.025
1567.965, 2838.025
1567.965, 2366.335
1817.495, 2366.335
1817.495, 2403.485

Vinewood Racetrack
951.679, -73.918
1306.695, -73.918
1306.695, 265.732
1306.885, 265.732
1306.885, 292.363
1306.695, 292.363
1306.695, 445.026
1214.555, 445.026
1214.555, 405.04
1178.455, 405.04
1178.455, 391.307
1157.555, 391.307
1157.555, 336.027
1108.445, 336.027
1108.445, 292.363
1055.105, 292.363
1055.105, 265.742
1021.205, 265.742
1021.205, 197.875
951.679, 197.875

Hawick
695.874, -20.771
-49.473, -20.771
-49.473, -204.718
695.874, -204.718

Braddock Pass
2315.455, 5808.685
2315.455, 5499.425
2475.555, 5499.425
2475.555, 5808.695
2418.785, 5808.695
2418.785, 5991.215
2278.335, 5991.215
2278.335, 6126.295
2100.255, 6126.295
2100.255, 5808.685

Maze Bank Arena
-173.457, -2168.955
-173.457, -2126.755
-139.732, -2126.755
-139.732, -1761.985
-283.92, -1761.985
-283.92, -1805.275
-460.891, -1805.275
-460.891, -2126.755
-277.517, -2126.755
-277.517, -2168.955

Procopio Beach
1559.825, 6573.555
1559.825, 6683.265
617.565, 6683.265
617.565, 6614.365
516.833, 6614.365
516.833, 6573.555

Mission Row
505.037, -1158.025
505.037, -877.908
199.425, -877.908
199.425, -1158.025

Stab City
19.065, 3537.375
159.774, 3537.375
159.774, 3620.705
242.133, 3620.705
242.133, 3842.305
-85.278, 3842.305
-85.278, 3620.705
19.065, 3620.705

Morningwood
-1299.875, -257.255
-1379.115, -257.255
-1379.115, -107.288
-1635.475, -107.288
-1635.475, -257.265
-1556.225, -257.265
-1556.225, -407.232
-1299.875, -407.232

Humane Labs and Research
3676.175, 3576.605
3676.175, 3839.765
3384.685, 3839.765
3384.685, 3576.605

Baytree Canyon
445.69, 1026.925
335.639, 1026.925
335.639, 1128.485
176.897, 1128.485
176.897, 805.04
445.69, 805.04

Downtown
-276.21, -722.918
-276.21, -573.011
505.037, -573.011
505.037, -511.477
-403.51, -511.477
-403.51, -723.011
-350.36, -723.011
-350.36, -722.918

Chamberlain Hills
-63.91, -1761.995
-63.91, -1425.395
-283.92, -1425.395
-283.92, -1761.995

Banham Canyon Dr
-2911.315, 1091.025
-2939.785, 1091.025
-2939.785, 1297.095
-3058.895, 1297.095
-3058.895, 1091.025
-3070.115, 1091.025
-3070.115, 813.75
-2911.315, 813.75

Textile City
505.037, -877.918
505.037, -573.001
285.425, -573.001
285.425, -877.918

Pacific Ocean
-1913.705, 4632.925
-1913.705, 5126.495
-2012.495, 5126.495
-2012.495, 4632.925

Richards Majestic
-1172.235, -601.434
-1127.615, -601.434
-1127.615, -576.611
-1072.875, -576.611
-1072.875, -543.514
-998.405, -543.514
-998.405, -511.477
-1019.645, -511.477
-1019.645, -484.696
-1044.195, -484.696
-1044.195, -407.222
-1299.885, -407.222
-1299.885, -511.487
-1268.235, -511.487
-1268.235, -622.303
-1172.235, -622.303

Vinewood
-246.395, -511.487
485.806, -511.487
485.806, -434.608
387.027, -434.608
387.027, -452.977
-246.395, -452.977

N.O.O.S.E
2606.665, -497.452
2606.665, -256.19
2424.845, -256.19
2424.845, -446.452
2452.165, -446.452
2452.165, -497.452

Murrieta Heights 1
1048.535, -1901.445
1048.535, -1991.245
1485.925, -1991.245
1485.925, -1901.445

Galileo Observatory
-357.037, 1039.715
-357.037, 1249.795
-517.78, 1249.795
-517.78, 1039.715

Vespucci
-1182.035, -1425.405
-1182.035, -1389.865
-1202.035, -1389.865
-1202.035, -1287.015
-1232.335, -1287.015
-1232.335, -1237.295
-1249.235, -1237.295
-1249.235, -1174.295
-1284.785, -1174.295
-1284.785, -1074.775
-1316.595, -1074.775
-1316.595, -1287.025
-1289.145, -1287.025
-1289.145, -1389.875
-1239.045, -1389.875
-1239.045, -1425.405

El Gordo Lighthouse
3560.065, 5115.865
3560.065, 5218.115
3354.335, 5218.115
3354.335, 5115.865

Legion Square
260.107, -1012.075
260.107, -845.377
134.66, -845.377
134.66, -1012.075

Galilee
1408.705, 4279.185
1408.705, 4406.255
1265.825, 4406.255
1265.825, 4322.505
1255.495, 4322.505
1255.495, 4284.815
1295.655, 4284.815
1295.655, 4279.185

Mirror Park 2
603.806, -378.608
485.796, -378.608
485.796, -511.487
603.806, -511.487

Braddock Tunnel
2225.095, 5921.335
2225.095, 5905.335
2249.335, 5905.335
2249.335, 5889.345
2266.415, 5889.345
2266.415, 5873.345
2269.285, 5873.345
2269.285, 5857.355
2295.125, 5857.355
2295.125, 5841.355
2308.755, 5841.355
2308.755, 5825.365
2321.475, 5825.365
2321.475, 5808.685
2332.915, 5808.685
2332.915, 5792.015
2342.755, 5792.015
2342.755, 5775.335
2378.835, 5775.335
2378.835, 5792.025
2368.985, 5792.025
2368.985, 5808.695
2357.555, 5808.695
2357.555, 5825.375
2344.835, 5825.375
2344.835, 5841.365
2331.195, 5841.365
2331.195, 5857.365
2330.355, 5857.365
2330.355, 5873.355
2312.495, 5873.355
2312.495, 5889.355
2292.415, 5889.355
2292.415, 5905.345
2282.175, 5905.345
2282.175, 5921.345
2265.925, 5921.345
2265.925, 5937.335
2247.575, 5937.335
2247.575, 5953.335
2231.265, 5953.335
2231.265, 5969.325
2205.355, 5969.325
2205.355, 5985.325
2186.105, 5985.325
2186.105, 6001.315
2163.895, 6001.315
2163.895, 6017.315
2151.835, 6017.315
2151.835, 6033.315
2105.765, 6033.315
2105.765, 6017.305
2117.815, 6017.305
2117.815, 6001.305
2137.025, 6001.305
2137.025, 5985.315
2156.275, 5985.315
2156.275, 5969.315
2172.185, 5969.315
2172.185, 5953.325
2190.495, 5953.325
2190.495, 5937.325
2212.845, 5937.325
2212.845, 5921.335

Land Act Dam
1699.255, -98.3
1699.255, 68.796
1631.185, 68.796
1631.185, -98.3

Calafia Bridge
-119.74, 4187.045
-119.74, 4294.425
-214.448, 4294.425
-214.448, 4187.045

Port of South Los Santos
-139.732, -2168.955
-139.732, -2126.745
-173.467, -2126.745
-173.467, -2168.955
